REGIÓN;SERVICIO;ITEM;CÓD BIP;NOMBRE INICIATIVA DE INVERSIÓN;ETAPA MIDESO;NUEVO/ ARRASTRE;MONTO 2015;MONTO 2016;MONTO 2017;MONTO 2018;SALDO
Tarapacá;Vialidad;PROYECTOS;30112272-0;MEJORAMIENTO RUTA 1, SECTOR CUESTA GUANILLOS - CUESTA PABELLÓN DE PICA;PREFACTIBILIDAD;A   ;197.600;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30113684-0;CONSERVACIÓN GLOBAL MIXTO CAMINOS RED VIAL I REGIÓN AÑO 2012-2016;EJECUCION;A   ;1.863.775;4.465.746;0;0;0
Tarapacá;Vialidad;PROYECTOS;30122957-0;CONSERVACIÓN GLOBAL MIXTA, REGIÓN DE TARAPACÁ AÑO 2013-2016;EJECUCION;A   ;2.572.944;3.226.433;2.654.185;1.989.838;0
Tarapacá;Vialidad;PROYECTOS;30122957-0;CONSERVACIÓN GLOBAL MIXTA, REGIÓN DE TARAPACÁ AÑO 2013-2016;EJECUCION;N   ;200.000;275.000;275.000;274.000;202.000
Tarapacá;Vialidad;PROYECTOS;30123116-0;CONSERVACIÓN DE CAMINOS EN COMUNAS DE LA PROVINCIA DEL TAMARUGAL;EJECUCION;A   ;216.827;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30123577-0;CONSTRUCCION VIADUCTO TANA RUTA 5 REGION DE TARAPACA;PREFACTIBILIDAD;A   ;500;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30123577-0;CONSTRUCCION VIADUCTO TANA RUTA 5 REGION DE TARAPACA;PREFACTIBILIDAD;N   ;1;130.000;120.000;0;0
Tarapacá;Vialidad;PROYECTOS;30124648-0;MEJORAMIENTO RUTA A-687, SECTOR POZO ALMONTE - SALAR DEL HUASCO;DISEÑO;A   ;274.639;416.600;0;0;0
Tarapacá;Vialidad;PROYECTOS;30124651-0;CONSERVACION RUTA A-665, SECTOR LA TIRANA-PICA;EJECUCION;A   ;1.000;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30124651-0;CONSERVACION RUTA A-665, SECTOR LA TIRANA-PICA;EJECUCION;N   ;2;2.640.000;2.640.000;0;0
Tarapacá;Vialidad;PROYECTOS;30125646-0;CONSERVACIÓN SISTEMA DE SEÑALIZACIÓN INFORMATIVA REGIÓN DE TARAPACÁ;EJECUCION;A   ;2.370;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30129247-0;CONSERVACION DE CAMINOS GLOSA 6, AÑO 2012-2013, PROVINCIA DE IQUIQUE;EJECUCION;A   ;1.344;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30131601-0;REPOSICIÓN RUTA 1 SECTOR: PABELLÓN DE PICA - AEROPUERTO;DISEÑO;A   ;798;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30131601-0;REPOSICIÓN RUTA 1 SECTOR: PABELLÓN DE PICA - AEROPUERTO;DISEÑO;N   ;72.500;768.200;0;0;0
Tarapacá;Vialidad;PROYECTOS;30218422-0;CONSERVACIÓN GLOBAL RED CAMINOS HUARA PICA POZO ALMONTE, PROVINCIA TAMARUGAL;EJECUCION;A   ;800;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30218422-0;CONSERVACIÓN GLOBAL RED CAMINOS HUARA PICA POZO ALMONTE, PROVINCIA TAMARUGAL;EJECUCION;N   ;2.013.200;3.961.880;1.263.553;0;0
Tarapacá;Vialidad;PROYECTOS;30224023-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA I REGION AÑO 2015;EJECUCION;A   ;499.333;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30224023-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA I REGION AÑO 2015;EJECUCION;N   ;1.112.599;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30224223-0;CONSERVACION RED VIAL TARAPACA (2015-2016-2017);EJECUCION;N   ;309.000;848.750;0;0;0
Tarapacá;Vialidad;PROYECTOS;30256272-0;CONSTRUCCION VIADUCTO TILIVICHE EN RUTA 5 REGION DE TARAPACA;PREFACTIBILIDAD;A   ;500;0;0;0;0
Tarapacá;Vialidad;PROYECTOS;30256272-0;CONSTRUCCION VIADUCTO TILIVICHE EN RUTA 5 REGION DE TARAPACA;PREFACTIBILIDAD;N   ;1;130.000;120.000;0;0
Tarapacá;Vialidad;PROYECTOS;30259123-0;CONSERVACIÓN CAMINOS BÁSICOS REGIÓN DE TARAPACÁ 2014-2015;EJECUCION;A   ;2.455.720;234.881;0;0;0
Tarapacá;Vialidad;PROYECTOS;30259123-0;CONSERVACIÓN CAMINOS BÁSICOS REGIÓN DE TARAPACÁ 2014-2015;EJECUCION;N   ;7.503.530;4.296.601;0;0;0
Tarapacá;O. Portuarias;ESTUDIOS BÁSICOS;30164722-0;DIAGNÓSTICO POZA DE ABRIGO AVDA. JORGE BARRERA, IQUIQUE;EJECUCION;A   ;72.140;33.058;0;0;0
Tarapacá;O. Portuarias;ESTUDIOS BÁSICOS;30245122-0;DIAGNÓSTICO INFRAESTRUCTURA PORTUARIA LOGÍSTICA REGIÓN TARAPACÁ;EJECUCION;A   ;62.235;0;0;0;0
Tarapacá;O. Portuarias;PROYECTOS;30078367-0;MEJORAMIENTO PLAYA BELLAVISTA SECTOR INTENDENCIA - GODOY, IQUIQUE;EJECUCION;N   ;407.000;431.428;0;0;0
Tarapacá;O. Portuarias;PROYECTOS;30100547-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE TARAPACÁ;EJECUCION;A   ;600;0;0;0;0
Tarapacá;O. Portuarias;PROYECTOS;30100547-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE TARAPACÁ;EJECUCION;N   ;335.684;562.744;1.549.999;0;0
Tarapacá;O. Portuarias;PROYECTOS;30130916-0;CONSTRUCCION BORDE COSTERO CALETA LOS VERDES, IQUIQUE;DISEÑO;N   ;59.821;0;0;0;0
Tarapacá;O. Portuarias;PROYECTOS;30252723-0;REPOSICION OBRAS PORTUARIAS CALETA GUARDIAMARINA RIQUELME;EJECUCION;N   ;930.250;669.990;0;0;0
Tarapacá;O. Portuarias;PROYECTOS;30351185-0;CONSTRUCCION BORDE COSTERO CALETA PISAGUA, COMUNA DE HUARA;EJECUCION;N   ;501.500;238.115;0;0;0
Tarapacá;Aeropuertos;PROYECTOS;30120493-0;CONSERVACIÓN MAYOR AREA MOVIMIENTO, AEROPUERTO DIEGO ARACENA DE IQUIQUE;EJECUCION;A   ;1.457.188;0;0;0;0
Tarapacá;Aeropuertos;PROYECTOS;30120493-0;CONSERVACIÓN MAYOR AREA MOVIMIENTO, AEROPUERTO DIEGO ARACENA DE IQUIQUE;EJECUCION;N   ;1.496.811;486.089;0;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000068-0;CONSTRUCCION TERMINAL DE PASAJEROS Y CARGA DEL AEROPUERTO DIEGO ARACENA POR CONCESION;EJECUCION;A   ;255.741;13.322;0;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000068-0;CONSTRUCCION TERMINAL DE PASAJEROS Y CARGA DEL AEROPUERTO DIEGO ARACENA POR CONCESION;EJECUCION;N   ;130.450;145.068;86.235;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000256-0;ALTERNATIVAS DE ACCESO IQUIQUE (INSPECCIÓN FISCAL);EJECUCION;A   ;526.998;0;0;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000256-0;ALTERNATIVAS DE ACCESO IQUIQUE (INSPECCIÓN FISCAL);EJECUCION;N   ;704.236;726.206;678.132;55.558;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000294-0;ALTERNATIVAS DE ACCESO IQUIQUE (EXPROPIACIONES);EJECUCION;A   ;533.540;0;0;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000448-0;ALTERNATIVAS DE ACCESO A IQUIQUE (COMPENSACIONES);EJECUCION;N   ;2.648.232;0;0;0;0
Tarapacá;Adm.Sist.Concesiones;PROYECTOS;29000486-0;#¿NOMBRE?;EJECUCION;N   ;10.000;140.000;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30073685-0;CONSTRUCCION OBRAS DE CONTROL  Y VÍA ALUVIONAL EN TALTAL Y TOCOPILLA ;EJECUCION;A   ;5.303.631;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30073685-0;CONSTRUCCION OBRAS DE CONTROL  Y VÍA ALUVIONAL EN TALTAL Y TOCOPILLA ;EJECUCION;N   ;380.100;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30099380-0;CONSERVACIÓN DE RIBERAS DE CAUCES NATURALES REGIÓN DE ANTOFAGASTA;EJECUCION;A   ;250.000;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30122108-0;CONSERVACIÓN OBRAS FISCALES DE RIEGO RÍO LOA II REGIÓN (2013 - 2015);EJECUCION;A   ;25.000;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30297773-0;CONSERVACIÓN DE RIBERAS DE CAUCES NATURALES REGIÓN DE ANTOFAGASTA;EJECUCION;A   ;250.001;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30309824-0;CONSERVACIÓN DE OBRAS DE CONTROL ALUVIONAL DE LA II REGIÓN;EJECUCION;A   ;35.000;0;0;0;0
Antofagasta;Obras Hidráulicas;PROYECTOS;30309874-0;CONSERVACION INFRAESTRUCTURA OBRAS FISCALES DE RIEGO II REGIÓN;EJECUCION;A   ;150.000;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;20174576-0;AMPLIACION RUTA 28 CRUCE RUTA 5 (LA NEGRA)-ANTOFAGASTA;EJECUCION;A   ;1.032.460;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;20185744-0;MEJORAMIENTO RUTA ALTIPLÁNICA SECTOR PEDRO ATACAMA - EL TATIO;EJECUCION;A   ;899.719;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30061517-0;REPOSICION PAVIMENTO RUTA 5 SECTOR: IBERIA - QUILLAGUA;EJECUCION;A   ;16.284;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30071120-0;REPOSICIÓN RUTA 1, SECTOR: TALTAL - TOCOPILLA;DISEÑO;N   ;81.715;160.150;25.500;0;0
Antofagasta;Vialidad;PROYECTOS;30083882-0;AMPLIACIÓN DE CALZADA SECTOR KM 50 AL 70 RUTA 24, CUESTA BARRILES;EJECUCION;N   ;1.540.000;5.330.000;7.682.858;0;0
Antofagasta;Vialidad;PROYECTOS;30084134-0;REPOSICION PUENTE CHIU-CHIU RUTA CH-21, II REGIÓN;EJECUCION;A   ;1.235.027;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30089931-0;MEJORAMIENTO CAMINO PÚBLICO BAQUEDANO SALAR DE ATACAMA;DISEÑO;A   ;119.466;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30099871-0;MEJORAMIENTO AMPLIACION RUTA 1 S: ROTONDA INTERSECCIÓN RUTA 28 - COLOSO;PREFACTIBILIDAD;A   ;124.602;24.142;0;0;0
Antofagasta;Vialidad;PROYECTOS;30101373-0;MEJORAMIENTO AMPLIACION RUTA 1 PASADA POR TOCOPILLA ROTONDA LÍMITE URBANO;DISEÑO;A   ;264.761;86.347;0;0;0
Antofagasta;Vialidad;PROYECTOS;30102077-0;CONSERVACIÓN RED VIAL REGIÓN DE ANTOFAGASTA 2012-2014;EJECUCION;A   ;1.950.248;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30106238-0;CONSERVACIÓN GLOBAL MIXTO CAMINOS RED VIAL II REGIÓN 2011-2015;EJECUCION;A   ;8.003.444;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30106248-0;REPOSICIÓN RUTA 5 SECTOR: LÍMITE PROVINCIAL ACCESO OFICINA PEDRO DE VALDIVIA;EJECUCION;A   ;1.000;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30106248-0;REPOSICIÓN RUTA 5 SECTOR: LÍMITE PROVINCIAL ACCESO OFICINA PEDRO DE VALDIVIA;EJECUCION;N   ;1.706.000;6.280.000;5.454.200;0;0
Antofagasta;Vialidad;PROYECTOS;30106668-0;MEJORAMIENTO Y CONSTRUCCIÓN VIAL ACCESO PUERTO ANTOFAGASTA;PREFACTIBILIDAD;A   ;148.700;13.260;0;0;0
Antofagasta;Vialidad;PROYECTOS;30106756-0;REPOSICIÓN RUTA 1 SECTOR CALETA BUENA TOCOPILLA;EJECUCION;A   ;1.000;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30106756-0;REPOSICIÓN RUTA 1 SECTOR CALETA BUENA TOCOPILLA;EJECUCION;N   ;1.080.000;7.389.000;4.264.000;0;0
Antofagasta;Vialidad;PROYECTOS;30113688-0;CONSERVACIÓN GLOBAL MIXTO CAMINOS RED VIAL II REGIÓN AÑO 2012;EJECUCION;A   ;3.595.871;2.602.307;884.547;0;0
Antofagasta;Vialidad;PROYECTOS;30115111-0;MEJORAMIENTO NUDO VIAL RUTA 1 (AVDA. REPUBLICA DE CROACIA) - RUTA  28;EJECUCION;A   ;1.000;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30115111-0;MEJORAMIENTO NUDO VIAL RUTA 1 (AVDA. REPUBLICA DE CROACIA) - RUTA  28;EJECUCION;N   ;2;2.935.000;2.796.200;0;0
Antofagasta;Vialidad;PROYECTOS;30123640-0;MEJORAMIENTO CIRCUNVALACION CALAMA S: YALQUINCHA - POBL TUCNAR HUASI;PREFACTIBILIDAD;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30123640-0;MEJORAMIENTO CIRCUNVALACION CALAMA S: YALQUINCHA - POBL TUCNAR HUASI;PREFACTIBILIDAD;N   ;1;206.000;103.000;0;0
Antofagasta;Vialidad;PROYECTOS;30125650-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE ANTOFAGASTA;EJECUCION;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30125650-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE ANTOFAGASTA;EJECUCION;N   ;1.001;1.030.000;721.000;0;0
Antofagasta;Vialidad;PROYECTOS;30131282-0;MEJORAMIENTO RUTA 1 SECTOR: MICHILLA - CALETA BUENA;DISEÑO;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30131282-0;MEJORAMIENTO RUTA 1 SECTOR: MICHILLA - CALETA BUENA;DISEÑO;N   ;1;309.000;61.800;0;0
Antofagasta;Vialidad;PROYECTOS;30131389-0;REPOSICION RUTA 23-CH SECTOR: SAN PEDRO ATACAMA - TOCONAO;DISEÑO;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30131389-0;REPOSICION RUTA 23-CH SECTOR: SAN PEDRO ATACAMA - TOCONAO;DISEÑO;N   ;1;424.000;212.180;0;0
Antofagasta;Vialidad;PROYECTOS;30131391-0;MEJORAMIENTO RUTA 1 SECTOR: ACCESO NORTE MEJILLONES - MICHILLA;DISEÑO;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30131391-0;MEJORAMIENTO RUTA 1 SECTOR: ACCESO NORTE MEJILLONES - MICHILLA;DISEÑO;N   ;1;309.000;206.000;0;0
Antofagasta;Vialidad;PROYECTOS;30131463-0;REPOSICION RUTA 1 SECTOR: TOCOPILLA - CALETA URCO;DISEÑO;A   ;500;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30131463-0;REPOSICION RUTA 1 SECTOR: TOCOPILLA - CALETA URCO;DISEÑO;N   ;30.900;226.600;61.800;0;0
Antofagasta;Vialidad;PROYECTOS;30131850-0;CONSERVACION INFRAESTRUCTURA VIAL 2013-2014 II REGION;EJECUCION;A   ;13.334;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30132606-0;MEJORAMIENTO RUTA B-241, EJE LICANCABUR,PASADA URBANA SPA;DISEÑO;A   ;215.806;142.253;0;0;0
Antofagasta;Vialidad;PROYECTOS;30136617-0;CONSTRUCCION RUTA COSTERA SECTOR CHAÑARAL TALTAL II Y III REGIONES;PREFACTIBILIDAD;A   ;250;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30136617-0;CONSTRUCCION RUTA COSTERA SECTOR CHAÑARAL TALTAL II Y III REGIONES;PREFACTIBILIDAD;N   ;1;118.450;309.000;0;0
Antofagasta;Vialidad;PROYECTOS;30224034-0;CONSERVACION GLOBAL MIXTA CAMINOS RED VIAL II REGION 2015-2019;EJECUCION;N   ;844.604;11.016.700;13.540.200;13.898.200;6.253.096
Antofagasta;Vialidad;PROYECTOS;30224073-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA II REGION AÑO 2015;EJECUCION;A   ;500.233;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30224073-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA II REGION AÑO 2015;EJECUCION;N   ;2.242.497;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30224272-0;CONSERVACION RED VIAL ANTOFAGASTA (2015-2016-2017);EJECUCION;N   ;1.162.000;2.386.000;0;0;0
Antofagasta;Vialidad;PROYECTOS;30242773-0;CONSERVACION GLOBAL MIXTO CAMINOS RED VIAL II REGIÓN AÑO: 2014-2018;EJECUCION;A   ;94.440;226.652;226.652;226.652;113.325
Antofagasta;Vialidad;PROYECTOS;30242773-0;CONSERVACION GLOBAL MIXTO CAMINOS RED VIAL II REGIÓN AÑO: 2014-2018;EJECUCION;N   ;515.000;2.039.400;2.039.400;2.039.400;671.000
Antofagasta;Vialidad;PROYECTOS;30259222-0;CONSERVACION CAMINOS BÁSICOS REGIÓN DE ANTOFAGASTA 2014-2015;EJECUCION;A   ;224.709;0;0;0;0
Antofagasta;Vialidad;PROYECTOS;30259222-0;CONSERVACION CAMINOS BÁSICOS REGIÓN DE ANTOFAGASTA 2014-2015;EJECUCION;N   ;5.368.002;2.323.855;0;0;0
Antofagasta;O. Portuarias;PROYECTOS;30051158-0;CONSTRUCCIÓN Y HABILITACIÓN OBRAS COMPLEMENTARIAS PLAYA TROCADERO;EJECUCION;N   ;485.774;1.346.770;0;0;0
Antofagasta;O. Portuarias;PROYECTOS;30073591-0;RESTAURACIÓN MUELLE SALITRERO MELBOURNE Y CLARCK;EJECUCION;A   ;321.000;0;0;0;0
Antofagasta;O. Portuarias;PROYECTOS;30092466-0;CONSTRUCCION PLAYA ARTIFICIAL SECTOR PARAISO-EL CUADRO ANTOFAGASTA;DISEÑO;A   ;500;0;0;0;0
Antofagasta;O. Portuarias;PROYECTOS;30092466-0;CONSTRUCCION PLAYA ARTIFICIAL SECTOR PARAISO-EL CUADRO ANTOFAGASTA;DISEÑO;N   ;10;107.652;52.338;0;0
Antofagasta;O. Portuarias;PROYECTOS;30106545-0;CONSERVACIÓN GLOBAL OBRAS PORTUARIAS REGIÓN DE ANTOFAGASTA;EJECUCION;A   ;403.346;0;0;0;0
Antofagasta;O. Portuarias;PROYECTOS;30106545-0;CONSERVACIÓN GLOBAL OBRAS PORTUARIAS REGIÓN DE ANTOFAGASTA;EJECUCION;N   ;450.526;1.169.990;199.991;0;0
Antofagasta;O. Portuarias;PROYECTOS;30113754-0;MEJORAMIENTO BORDE COSTERO MEJILLONES, SECTOR PLAZA DE LA CULTURA MEJILLONES;EJECUCION;N   ;10;1.000.000;1.058.197;0;0
Antofagasta;O. Portuarias;PROYECTOS;30210972-0;MEJORAMIENTO BORDE COSTERO SECTOR CENTRO TALTAL;DISEÑO;N   ;510;149.990;0;0;0
Antofagasta;Aeropuertos;PROYECTOS;30061546-0;AMPLIACIÓN Y MEJORAMIENTO AEROPUERTO EL LOA- CALAMA, II REGIÓN;EJECUCION;A   ;3.020.544;0;0;0;0
Antofagasta;Aeropuertos;PROYECTOS;30106419-0;CONSERVACION MAYOR RODAJE ALFA AERÓDROMO EL LOA. CALAMA, II REGIÓN.;EJECUCION;N   ;354.840;1.777.480;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000036-0;AEROPUERTO CERRO MORENO DE ANTOFAGASTA (INSPECCION FISCAL);EJECUCION;A   ;108.248;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000036-0;AEROPUERTO CERRO MORENO DE ANTOFAGASTA (INSPECCION FISCAL);EJECUCION;N   ;130.450;145.068;86.235;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000074-0;CONCESION TERMINAL DE PASAJEROS AEROPUERTO EL LOA DE CALAMA (INSPECCION FISCAL);EJECUCION;A   ;62.279;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000074-0;CONCESION TERMINAL DE PASAJEROS AEROPUERTO EL LOA DE CALAMA (INSPECCION FISCAL);EJECUCION;N   ;130.449;145.068;86.235;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000254-0;CONCESIÓN VIAL AUTOPISTA DE LA REGIÓN DE ANTOFAGASTA (INSPECCION FISCAL);EJECUCION;A   ;179.712;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000254-0;CONCESIÓN VIAL AUTOPISTA DE LA REGIÓN DE ANTOFAGASTA (INSPECCION FISCAL);EJECUCION;N   ;412.000;618.000;618.000;216.250;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000295-0;AUTOPISTA REGIÓN DE ANTOFAGASTA (EXPROPIACIONES);EJECUCION;A   ;105.150;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000299-0;#¿NOMBRE?;EJECUCION;A   ;1.366.764;1.251.772;1.012.760;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000304-0;AMPLIACIÓN AEROPUERTO CERRO MORENO ANTOFAGASTA RELICITACIÓN (SUBSIDIO);EJECUCION;A   ;246.800;240.237;240.237;240.237;1.357.366
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000306-0;AMPLIACIÓN RUTAS DEL LOA (INSPECCIÓN FISCAL);EJECUCION;A   ;571.659;839.741;839.741;769.763;207.670
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;29000347-0;AUTOPISTA DE LA REGIÓN DE ANTOFAGASTA (COMPENSACIONES);EJECUCION;A   ;35.714;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;570-0;#¿NOMBRE?;EJECUCION;A   ;2.000;0;0;0;0
Antofagasta;Adm.Sist.Concesiones;PROYECTOS;570-0;#¿NOMBRE?;EJECUCION;N   ;282.000;0;0;0;0
Antofagasta;Agua Potable Rural;PROYECTOS;30007097-0;MEJORAMIENTO SISTEMA DE AGUA POTABLE RURAL QUILLAGUA;EJECUCION;N   ;497.381;0;0;0;0
Antofagasta;D.G. Aguas;ESTUDIOS BÁSICOS;30087446-0;DIAGNÓSTICO PLAN ESTRATÉGICO GESTIÓN RECURSOS HÍDRICOS II REGIÓN;EJECUCION;A   ;53.560;0;0;0;0
Antofagasta;D.G. Aguas;ESTUDIOS BÁSICOS;30128430-0;ANALISIS DE PREVISIONES DE PRECIPITACIONES PARA DETERMINACION DE CAUDALES DE CRECIDAS II REGION;EJECUCION;N   ;20.900;50.000;0;0;0
Antofagasta;D.G. Aguas;ESTUDIOS BÁSICOS;30233979-0;ANALISIS Y SISTEMATIZACIÓN INFORMACIÓN DE ESTACIONES HIDROMETEOROLÓGICAS Y DE CALIDAD DE AGUAS PERTENECIENTES A TERCEROS II REGION;EJECUCION;N   ;19.705;20.870;0;0;0
Atacama;Arquitectura;PROYECTOS;30106774-0;MEJORAMIENTO ESTRUCTURAL EDIFICIO MOP ATACAMA;EJECUCION;A   ;861;0;0;0;0
Atacama;Arquitectura;PROYECTOS;30106774-0;MEJORAMIENTO ESTRUCTURAL EDIFICIO MOP ATACAMA;EJECUCION;N   ;530.000;15.000;0;0;0
Atacama;Arquitectura;PROYECTOS;30132033-0;AMPLIACIÓN EDIFICIO MOP ATACAMA;PREFACTIBILIDAD;A   ;602;0;0;0;0
Atacama;Arquitectura;PROYECTOS;30132033-0;AMPLIACIÓN EDIFICIO MOP ATACAMA;PREFACTIBILIDAD;N   ;49.001;0;0;0;0
Atacama;Obras Hidráulicas;ESTUDIOS BÁSICOS;30080530-0;DIAGNÓSTICO PLAN MANEJO TÉCNICO RIO SALADO CHAÑARAL;EJECUCION;A   ;57.755;0;0;0;0
Atacama;Obras Hidráulicas;ESTUDIOS BÁSICOS;30089850-0;DIAGNÓSTICO PLAN DE MANEJO TÉCNICO RÍO HUASCO COMUNA VALLENAR;EJECUCION;A   ;54.120;0;0;0;0
Atacama;Obras Hidráulicas;PROYECTOS;30122086-0;CONSERVACION RED PRIMARIA COLECTORES AA.LL, III REGIÓN (2013-2015);EJECUCION;A   ;10.004;0;0;0;0
Atacama;Obras Hidráulicas;PROYECTOS;30200473-0;CONSTRUCCIÓN OBRAS FLUVIALES RÍO COPIAPÓ, TIERRA AMARILLA, ETAPA I;EJECUCION;A   ;372.965;0;0;0;0
Atacama;Obras Hidráulicas;PROYECTOS;30297823-0;CONSERVACIÓN DE RIBERAS DE CAUCES NATURALES III REGIÓN;EJECUCION;N   ;100.000;0;0;0;0
Atacama;Obras Hidráulicas;PROYECTOS;30309823-0;CONSERVACION RED PRIMARIA DE EVACUACIÓN Y DRENAJE DE AGUAS LLUVIAS;EJECUCION;N   ;161.700;0;0;0;0
Atacama;Vialidad;ESTUDIOS BÁSICOS;30134953-0;DIAGNOSTICO RUTA C-354 S: CALDERA-BAHIA INGLESA;EJECUCION;A   ;500;0;0;0;0
Atacama;Vialidad;ESTUDIOS BÁSICOS;30134953-0;DIAGNOSTICO RUTA C-354 S: CALDERA-BAHIA INGLESA;EJECUCION;N   ;1;51.500;0;0;0
Atacama;Vialidad;PROYECTOS;20154656-0;REPOSICION PAVIMENTO RUTA 5 SECTOR: PORTOFINO - CHAÑARAL;EJECUCION;A   ;60.002;0;0;0;0
Atacama;Vialidad;PROYECTOS;20171095-0;MEJORAMIENTO PASO SAN FRANCISCO EN TERCERA REGIÓN;EJECUCION;A   ;3.085.000;2.151.766;0;0;0
Atacama;Vialidad;PROYECTOS;20171095-0;MEJORAMIENTO PASO SAN FRANCISCO EN TERCERA REGIÓN;EJECUCION;N   ;2;3.885.000;5.290.000;0;0
Atacama;Vialidad;PROYECTOS;30062116-0;REPOSICIÓN PAVIMENTO RUTAS 31-CH, C-17 SECTOR PAIPOTE-INCA DE ORO;EJECUCION;A   ;113.134;0;0;0;0
Atacama;Vialidad;PROYECTOS;30077537-0;REPOSICIÓN RUTA 5, SECTOR CALDERA - OBISPITO;EJECUCION;A   ;8.340.000;1.650.042;0;0;0
Atacama;Vialidad;PROYECTOS;30080603-0;REPOSICIÓN RUTA 5, SECTOR OBISPITO - PORTOFINO;EJECUCION;N   ;3.202.000;5.880.000;6.505.000;0;0
Atacama;Vialidad;PROYECTOS;30081108-0;MEJORAMIENTO RUTA C-46, VALLENAR HUASCO;EJECUCION;A   ;360.000;0;0;0;0
Atacama;Vialidad;PROYECTOS;30081108-0;MEJORAMIENTO RUTA C-46, VALLENAR HUASCO;EJECUCION;N   ;1.002;4.360.000;6.360.000;2.000.000;0
Atacama;Vialidad;PROYECTOS;30099077-0;REPOSICIÓN PUENTE NICOLASA EN RUTA C-530;EJECUCION;A   ;1.000;0;0;0;0
Atacama;Vialidad;PROYECTOS;30099077-0;REPOSICIÓN PUENTE NICOLASA EN RUTA C-530;EJECUCION;N   ;235.001;2.550.000;230.000;0;0
